repository,stars,creation_date,last_update_date,primary_language,total_releases,accepted_pull_requests,total_issues,closed_issues,repository_age_days,days_since_last_update,closed_issues_ratio
tqdm/tqdm,30301,2015-06-03 13:13:14+00:00,2025-05-22 12:10:29+00:00,Python,131,287,1026,587,3734,93,0.5721247563352827
docsifyjs/docsify,30290,2016-11-20 07:55:43+00:00,2025-08-21 08:12:56+00:00,JavaScript,15,731,1287,1199,3198,2,0.9316239316239316
linexjlin/GPTs,30269,2023-11-11 03:24:16+00:00,2024-09-27 03:31:47+00:00,N/A,0,42,28,21,651,330,0.75
alpinejs/alpine,30240,2019-11-28 13:51:55+00:00,2025-08-06 18:42:43+00:00,HTML,137,657,612,612,2095,17,1.0
joshbuchea/HEAD,30222,2016-04-20 20:05:37+00:00,2024-06-21 17:54:29+00:00,N/A,0,86,93,73,3412,428,0.7849462365591398
numpy/numpy,30217,2010-09-13 23:02:39+00:00,2025-08-23 17:58:33+00:00,Python,132,13102,13495,11397,5457,0,0.8445350129677658
AMAI-GmbH/AI-Expert-Roadmap,30201,2020-10-24 21:49:40+00:00,2023-12-31 02:20:16+00:00,JavaScript,0,13,66,46,1763,601,0.696969696969697
DioxusLabs/dioxus,30183,2021-01-15 01:57:26+00:00,2025-08-22 09:40:32+00:00,Rust,25,1769,2064,1635,1681,1,0.7921511627906976
s0md3v/roop,30151,2023-05-28 14:37:54+00:00,2024-08-19 12:57:17+00:00,Python,6,80,0,0,818,369,0.0
OWASP/CheatSheetSeries,30139,2018-12-21 14:26:43+00:00,2025-08-12 13:17:16+00:00,Python,0,1076,529,487,2437,11,0.9206049149338374
sequelize/sequelize,30131,2010-07-22 07:11:11+00:00,2025-08-19 14:45:50+00:00,TypeScript,487,4961,10402,9511,5511,4,0.9143433955008652
tatsu-lab/stanford_alpaca,30128,2023-03-10 23:33:09+00:00,2024-07-17 09:43:05+00:00,Python,0,5,268,98,896,402,0.3656716417910448
GyulyVGC/sniffnet,30104,2022-07-31 21:55:56+00:00,2025-08-21 22:42:53+00:00,Rust,14,430,280,239,1118,1,0.8535714285714285
OAI/OpenAPI-Specification,30103,2014-03-03 16:53:36+00:00,2025-08-23 11:21:42+00:00,Markdown,12,1585,2365,2225,4191,0,0.9408033826638478
transloadit/uppy,30100,2015-11-16 12:32:33+00:00,2025-08-22 09:02:36+00:00,TypeScript,241,3108,2452,2292,3568,1,0.9347471451876019
Lightning-AI/pytorch-lightning,30014,2019-03-31 00:45:57+00:00,2025-08-23 13:36:13+00:00,Python,167,9087,7401,6490,2337,0,0.8769085258748818
chinabugotech/hutool,30011,2014-04-13 07:23:51+00:00,2025-08-22 04:13:25+00:00,Java,152,454,2987,2983,4150,1,0.9986608637428859
tinygrad/tinygrad,29926,2020-10-18 16:23:12+00:00,2025-08-23 20:27:18+00:00,Python,13,7961,977,844,1770,0,0.8638689866939611
pathwaycom/llm-app,29922,2023-07-19 08:43:37+00:00,2025-07-30 12:13:39+00:00,Jupyter Notebook,0,47,17,12,766,24,0.7058823529411765
surrealdb/surrealdb,29904,2021-12-09 15:03:29+00:00,2025-08-23 01:17:53+00:00,Rust,92,2150,2159,1473,1353,0,0.682260305697082
drizzle-team/drizzle-orm,29902,2021-06-24 09:03:05+00:00,2025-08-22 17:54:44+00:00,TypeScript,146,610,3130,1693,1521,1,0.5408945686900959
VincentGarreau/particles.js,29902,2014-09-06 14:29:47+00:00,2024-03-28 03:21:07+00:00,JavaScript,6,21,411,106,4004,513,0.25790754257907544
square/leakcanary,29785,2015-04-29 23:54:16+00:00,2025-08-05 05:43:50+00:00,Kotlin,43,921,1636,1510,3768,18,0.9229828850855746
AdguardTeam/AdGuardHome,29784,2016-07-06 10:31:47+00:00,2025-08-22 15:26:27+00:00,Go,214,124,5764,4631,3335,1,0.8034351145038168
foundation/foundation-sites,29766,2011-10-13 23:05:42+00:00,2025-01-21 22:11:53+00:00,HTML,79,2958,8236,8179,5062,213,0.9930791646430306
restic/restic,29759,2014-04-27 14:07:58+00:00,2025-08-07 11:28:17+00:00,Go,48,2184,2815,2392,4136,16,0.849733570159858
DevToys-app/DevToys,29751,2021-09-29 01:40:41+00:00,2025-08-18 10:04:23+00:00,C#,38,497,933,658,1424,5,0.7052518756698821
jobbole/awesome-python-cn,29743,2015-11-03 09:50:50+00:00,2022-08-29 11:28:59+00:00,Makefile,0,51,31,18,3581,1090,0.5806451612903226
herrbischoff/awesome-macos-command-line,29742,2015-09-22 19:37:55+00:00,2021-09-02 13:26:37+00:00,N/A,0,104,0,0,3623,1451,0.0
vuejs/vue-cli,29711,2015-12-26 23:11:20+00:00,2025-08-21 10:56:30+00:00,JavaScript,178,1259,5498,4563,3527,2,0.8299381593306657
wailsapp/wails,29708,2018-12-15 23:14:06+00:00,2025-08-23 14:08:16+00:00,Go,242,1503,2132,1873,2442,0,0.8785178236397748
cheeriojs/cheerio,29703,2011-10-09 04:23:20+00:00,2025-08-20 05:22:27+00:00,TypeScript,61,2840,1220,1199,5067,3,0.9827868852459016
nothings/stb,29703,2014-05-25 16:51:23+00:00,2025-05-26 12:14:09+00:00,C,0,288,893,694,4108,89,0.7771556550951848
facebook/folly,29700,2012-06-01 20:49:04+00:00,2025-08-23 06:24:29+00:00,C++,254,13,1224,931,4830,0,0.7606209150326797
hyprwm/Hyprland,29682,2022-03-16 19:49:13+00:00,2025-08-23 10:45:00+00:00,C++,96,1885,7273,7214,1256,0,0.9918878042073422
trailofbits/algo,29678,2016-05-15 03:42:48+00:00,2025-08-22 17:20:15+00:00,Python,3,576,1619,1543,3387,1,0.9530574428659666
vbenjs/vue-vben-admin,29642,2020-07-11 02:29:21+00:00,2025-08-23 15:26:56+00:00,Vue,60,1638,3598,3470,1869,0,0.9644246803779878
microsoft/WSL,29629,2016-04-06 17:32:56+00:00,2025-08-22 18:03:22+00:00,C++,94,139,11738,10719,3426,1,0.9131879366161186
JushBJJ/Mr.-Ranedeer-AI-Tutor,29626,2023-03-31 12:37:26+00:00,2025-06-14 06:58:48+00:00,N/A,3,18,47,34,876,70,0.723404255319149
nicolargo/glances,29612,2011-12-04 08:49:15+00:00,2025-08-23 16:24:44+00:00,Python,51,743,2061,1934,5011,0,0.9383794274623969
apolloconfig/apollo,29611,2016-03-04 10:24:23+00:00,2025-08-09 01:57:05+00:00,Java,41,1449,3352,3212,3459,14,0.9582338902147971
motiondivision/motion,29577,2018-11-16 09:48:38+00:00,2025-08-21 12:30:53+00:00,TypeScript,0,1061,1858,1570,2472,2,0.844994617868676
elsewhencode/project-guidelines,29557,2017-06-30 10:17:55+00:00,2024-12-09 07:59:04+00:00,JavaScript,0,113,38,29,2976,257,0.7631578947368421
react-boilerplate/react-boilerplate,29537,2015-02-18 14:36:32+00:00,2023-03-23 21:35:09+00:00,JavaScript,16,715,1909,1823,3839,883,0.9549502357255107
aosabook/500lines,29516,2013-11-04 02:02:53+00:00,2023-08-19 11:18:34+00:00,JavaScript,0,175,70,41,4310,735,0.5857142857142857
ariya/phantomjs,29480,2010-12-27 08:18:58+00:00,2022-11-26 19:43:12+00:00,C++,0,562,4745,4731,5353,1001,0.9970495258166491
mantinedev/mantine,29462,2021-01-07 14:02:19+00:00,2025-08-22 12:18:46+00:00,TypeScript,272,1494,3245,3224,1689,1,0.9935285053929122
pmndrs/react-three-fiber,29419,2019-02-25 14:31:51+00:00,2025-08-20 04:39:19+00:00,TypeScript,125,651,1122,1042,2371,3,0.928698752228164
encode/django-rest-framework,29392,2011-03-02 17:13:56+00:00,2025-08-21 03:35:51+00:00,Python,21,3021,3945,3887,5288,2,0.985297845373891
tokio-rs/tokio,29384,2016-09-09 22:31:36+00:00,2025-08-19 11:42:56+00:00,Rust,138,3596,2522,2188,3269,4,0.8675654242664552
danny-avila/LibreChat,29383,2023-02-12 01:06:52+00:00,2025-08-23 18:25:48+00:00,TypeScript,58,2141,3277,3120,923,0,0.9520903265181568
heyverse/hey,29383,2022-03-19 15:01:46+00:00,2025-08-20 11:50:23+00:00,TypeScript,0,3765,0,0,1253,3,0.0
IanLunn/Hover,29376,2014-01-02 14:27:35+00:00,2023-10-28 16:07:33+00:00,SCSS,10,23,107,83,4251,665,0.7757009345794392
AllThingsSmitty/css-protips,29354,2015-08-29 12:29:03+00:00,2025-03-20 14:10:02+00:00,N/A,0,73,62,61,3647,156,0.9838709677419355
standard/standard,29343,2015-01-27 01:23:31+00:00,2025-07-11 08:28:23+00:00,JavaScript,7,411,1232,1122,3861,43,0.9107142857142857
alibaba/canal,29329,2013-01-13 10:59:52+00:00,2025-08-06 02:18:43+00:00,Java,32,473,4731,3571,4605,17,0.7548087085182836
GoogleChrome/lighthouse,29296,2016-03-08 01:03:11+00:00,2025-08-22 17:03:34+00:00,JavaScript,125,5467,9183,8692,3455,1,0.9465316345420887
hashicorp/consul,29242,2013-11-04 22:15:27+00:00,2025-08-23 01:12:19+00:00,Go,217,13734,5539,4270,4309,0,0.7708972738761509
ageron/handson-ml2,29223,2019-01-08 03:49:07+00:00,2024-06-13 08:10:24+00:00,Jupyter Notebook,0,64,517,300,2419,436,0.5802707930367504
xuxueli/xxl-job,29211,2015-11-28 12:59:34+00:00,2025-08-23 15:38:40+00:00,Java,38,116,3235,3024,3556,0,0.9347758887171561
lukehoban/es6features,29193,2014-03-03 18:29:30+00:00,2023-01-27 13:36:18+00:00,N/A,0,41,57,36,4191,939,0.631578947368421
keycloak/keycloak,29172,2013-07-02 13:38:51+00:00,2025-08-23 01:11:32+00:00,Java,87,17543,15267,13275,4435,0,0.8695224995087444
realpython/python-guide,29158,2011-03-15 03:24:20+00:00,2024-07-29 18:49:10+00:00,Batchfile,0,683,279,180,5275,390,0.6451612903225806
iperov/DeepFaceLive,29152,2020-12-15 12:19:22+00:00,2024-11-08 03:07:42+00:00,Python,35,13,144,143,1712,288,0.9930555555555556
GorvGoyl/Clone-Wars,29139,2020-12-02 11:10:16+00:00,2024-08-06 12:31:36+00:00,N/A,0,130,82,70,1725,382,0.8536585365853658
firecracker-microvm/firecracker,29135,2017-10-19 06:18:47+00:00,2025-08-22 15:38:58+00:00,Rust,78,3191,1453,1405,2865,1,0.9669649002064694
spf13/viper,29126,2014-04-02 14:33:33+00:00,2025-08-21 15:04:38+00:00,Go,34,507,902,490,4161,2,0.5432372505543237
XIU2/TrackersListCollection,29111,2019-10-03 15:55:07+00:00,2025-08-23 16:11:43+00:00,N/A,0,7,0,0,2151,0,0.0
kodecocodes/swift-algorithm-club,29093,2016-01-26 17:56:12+00:00,2024-12-06 07:03:07+00:00,Swift,0,610,215,183,3497,260,0.8511627906976744
google-research/tuning_playbook,29092,2023-01-18 23:32:32+00:00,2024-06-18 00:25:53+00:00,N/A,0,14,45,34,947,431,0.7555555555555555
sampotts/plyr,29083,2015-02-14 11:33:07+00:00,2024-06-29 18:16:28+00:00,JavaScript,88,384,2103,1221,3843,420,0.5805991440798859
composer/composer,29082,2011-06-08 08:53:00+00:00,2025-08-22 07:49:45+00:00,PHP,215,2959,7876,7759,5190,1,0.9851447435246318
ajeetdsouza/zoxide,29059,2020-03-05 13:11:40+00:00,2025-08-22 20:57:21+00:00,Rust,36,227,682,580,1997,0,0.8504398826979472
CSSEGISandData/COVID-19,29045,2020-02-04 22:03:53+00:00,2023-06-10 18:39:00+00:00,N/A,0,2152,3759,2079,2026,805,0.553072625698324
refined-github/refined-github,29023,2016-02-15 16:45:02+00:00,2025-08-23 14:30:49+00:00,TypeScript,174,3437,4513,4383,3477,0,0.9711943274983381
meta-llama/llama3,28931,2024-03-15 17:57:00+00:00,2025-01-26 21:39:06+00:00,Python,0,23,293,119,526,208,0.4061433447098976
wuyouzhuguli/SpringAll,28930,2018-05-02 02:48:44+00:00,2024-05-31 14:56:35+00:00,Java,0,1,48,27,2670,449,0.5625
pmndrs/react-spring,28858,2018-03-07 15:39:32+00:00,2025-08-23 14:34:45+00:00,TypeScript,52,437,1259,1143,2726,0,0.9078633836378078
postcss/postcss,28857,2013-09-24 23:06:48+00:00,2025-08-20 10:02:29+00:00,TypeScript,268,760,1025,998,4350,3,0.9736585365853658
Pierian-Data/Complete-Python-3-Bootcamp,28841,2018-02-12 19:30:10+00:00,2025-06-24 04:54:16+00:00,Jupyter Notebook,0,12,369,225,2749,60,0.6097560975609756
tastejs/todomvc,28821,2011-06-03 19:56:33+00:00,2025-06-23 17:35:04+00:00,JavaScript,6,760,784,661,5195,61,0.8431122448979592
dragonflydb/dragonfly,28751,2021-12-11 10:00:42+00:00,2025-08-23 12:14:42+00:00,C++,108,3319,1856,1587,1351,0,0.8550646551724138
microsoft/qlib,28731,2020-08-14 06:46:00+00:00,2025-08-19 09:46:10+00:00,Python,23,725,981,724,1835,4,0.7380224260958206
StevenBlack/hosts,28726,2012-04-12 20:22:50+00:00,2025-08-19 14:18:14+00:00,Python,780,486,2112,1999,4881,4,0.9464962121212122
alibaba/spring-cloud-alibaba,28703,2017-12-01 20:49:15+00:00,2025-08-20 15:21:02+00:00,Java,48,1077,2500,2304,2821,3,0.9216
wesbos/JavaScript30,28682,2016-12-07 19:15:31+00:00,2025-01-07 12:29:05+00:00,HTML,0,153,0,0,3181,228,0.0
cfenollosa/os-tutorial,28674,2014-09-29 08:39:34+00:00,2024-07-25 10:57:29+00:00,C,0,11,180,105,3981,394,0.5833333333333334
kovidgoyal/kitty,28654,2016-10-16 14:48:28+00:00,2025-08-23 08:46:04+00:00,Python,128,1131,6275,6265,3233,0,0.998406374501992
Ebazhanov/linkedin-skill-assessments-quizzes,28637,2019-07-13 19:52:56+00:00,2025-05-22 16:17:12+00:00,N/A,1,5638,891,807,2233,93,0.9057239057239057
statelyai/xstate,28632,2015-09-14 15:04:15+00:00,2025-08-22 00:15:11+00:00,TypeScript,443,1977,1396,1288,3631,1,0.9226361031518625
kenwheeler/slick,28623,2014-03-24 02:10:05+00:00,2025-07-26 22:05:56+00:00,JavaScript,48,258,3620,2421,4170,27,0.6687845303867404
feder-cr/Jobs_Applier_AI_Agent_AIHawk,28592,2024-08-04 12:15:06+00:00,2025-05-28 13:24:12+00:00,Python,0,185,674,663,384,87,0.983679525222552
ZuzooVn/machine-learning-for-software-engineers,28575,2016-10-09 21:20:25+00:00,2024-06-11 04:49:29+00:00,N/A,0,60,26,9,3239,438,0.34615384615384615
grafana/k6,28573,2016-03-21 15:30:24+00:00,2025-08-22 15:57:15+00:00,Go,77,2165,2393,1676,3442,1,0.7003760969494358
PostHog/posthog,28567,2020-01-23 22:46:58+00:00,2025-08-23 19:51:36+00:00,Python,19,25115,7710,5563,2038,0,0.7215304798962386
immerjs/immer,28553,2017-12-29 12:25:47+00:00,2024-09-19 07:46:06+00:00,JavaScript,109,374,668,633,2794,338,0.9476047904191617
continuedev/continue,28535,2023-05-24 03:39:39+00:00,2025-08-23 19:51:44+00:00,TypeScript,405,2870,3669,2934,822,0,0.7996729354047425
AvaloniaUI/Avalonia,28508,2013-12-05 20:13:21+00:00,2025-08-23 20:27:37+00:00,C#,110,5319,7876,6159,4279,0,0.7819959370238699
valinet/ExplorerPatcher,28503,2021-08-09 14:17:24+00:00,2025-07-28 17:07:07+00:00,C,288,18,2468,2196,1475,26,0.8897893030794165
vercel/turborepo,28482,2021-10-05 17:37:11+00:00,2025-08-22 03:35:24+00:00,Rust,496,6233,1937,1811,1418,1,0.9349509550851832
donnemartin/data-science-ipython-notebooks,28477,2015-01-23 19:38:29+00:00,2024-03-20 13:52:34+00:00,Python,0,31,41,22,3865,521,0.5365853658536586
sunface/rust-course,28472,2018-08-07 05:01:21+00:00,2025-07-08 03:48:57+00:00,Rust,0,783,210,149,2573,46,0.7095238095238096
shengxinjing/programmer-job-blacklist,28457,2016-06-25 06:09:10+00:00,2024-06-09 14:56:42+00:00,Shell,0,28,338,181,3346,440,0.5355029585798816
jumpserver/jumpserver,28454,2014-07-04 03:54:59+00:00,2025-08-22 10:57:20+00:00,Python,250,7550,7323,7291,4068,1,0.9956302061996449
openai/openai-python,28446,2020-10-25 23:23:54+00:00,2025-08-21 21:10:49+00:00,Python,320,995,1080,988,1762,1,0.9148148148148149
vuejs/vuex,28437,2015-07-16 04:21:26+00:00,2024-09-25 13:26:41+00:00,JavaScript,51,656,1264,1165,3691,332,0.9216772151898734
containers/podman,28421,2017-11-01 15:01:27+00:00,2025-08-22 06:31:50+00:00,Go,228,11712,10033,9249,2852,1,0.9218578690321938
openssl/openssl,28384,2013-01-15 22:34:48+00:00,2025-08-23 03:32:14+00:00,C,283,145,10761,9330,4602,0,0.8670197936994704
helm/helm,28380,2015-10-06 01:07:32+00:00,2025-08-23 18:20:42+00:00,Go,216,4115,8145,7679,3609,0,0.9427869858809085
codepath/android_guides,28378,2013-06-19 10:24:45+00:00,2024-12-31 19:40:50+00:00,N/A,0,9,381,219,4448,235,0.5748031496062992
telegramdesktop/tdesktop,28332,2014-05-02 12:36:31+00:00,2025-08-22 17:34:00+00:00,C++,799,1747,15249,14371,4131,1,0.9424224539314053
jamiebuilds/the-super-tiny-compiler,28330,2016-03-11 04:19:18+00:00,2024-02-19 12:33:21+00:00,JavaScript,0,20,0,0,3452,551,0.0
viraptor/reverse-interview,28308,2019-09-08 13:38:40+00:00,2025-02-19 22:41:18+00:00,N/A,0,75,25,18,2176,184,0.72
MichaelCade/90DaysOfDevOps,28299,2021-12-26 13:55:18+00:00,2025-06-04 02:09:07+00:00,Shell,2,358,89,80,1336,80,0.898876404494382
VSCodium/vscodium,28297,2018-08-13 14:26:58+00:00,2025-08-21 18:24:56+00:00,Shell,240,549,1512,1390,2567,2,0.9193121693121693
LizardByte/Sunshine,28296,2021-12-15 23:38:57+00:00,2025-08-23 12:58:28+00:00,C++,43,1471,1063,984,1346,0,0.9256820319849483
eugeneyan/applied-ml,28244,2020-07-04 18:57:47+00:00,2024-07-18 22:41:02+00:00,N/A,0,208,24,22,1876,400,0.9166666666666666
caolan/async,28224,2010-06-01 21:01:30+00:00,2025-08-14 19:06:53+00:00,JavaScript,7,558,1142,1132,5561,9,0.9912434325744308
linera-io/linera-protocol,28224,2021-12-19 04:09:21+00:00,2025-08-23 19:06:52+00:00,Rust,18,2688,1247,774,1343,0,0.6206896551724138
GitbookIO/gitbook,28222,2014-03-31 03:01:56+00:00,2025-08-23 20:30:36+00:00,TypeScript,75,1302,1910,1882,4163,0,0.9853403141361257
alibaba/druid,28182,2011-11-03 05:12:51+00:00,2025-08-22 08:14:13+00:00,Java,51,1518,4538,2285,5042,1,0.503525782282944
digitalocean/nginxconfig.io,28177,2018-01-05 14:21:14+00:00,2024-12-14 10:56:21+00:00,JavaScript,0,191,239,184,2787,252,0.7698744769874477
NginxProxyManager/nginx-proxy-manager,28135,2017-12-20 23:01:16+00:00,2025-08-22 02:38:33+00:00,JavaScript,77,530,3000,2085,2802,1,0.695
datalab-to/marker,28135,2023-10-30 20:14:08+00:00,2025-08-23 17:09:33+00:00,Python,64,201,558,291,663,0,0.521505376344086
jashkenas/backbone,28108,2010-09-30 19:41:28+00:00,2025-04-01 11:14:31+00:00,JavaScript,0,881,2406,2364,5441,144,0.9825436408977556
dnSpy/dnSpy,28080,2015-07-01 16:05:10+00:00,2020-12-20 23:55:15+00:00,C#,1,53,0,0,3706,1706,0.0
swagger-api/swagger-ui,28066,2011-07-15 22:56:39+00:00,2025-08-21 15:45:53+00:00,JavaScript,376,3308,5636,4428,5152,2,0.7856635911994322
python-telegram-bot/python-telegram-bot,28052,2015-07-07 15:30:39+00:00,2025-08-22 18:11:05+00:00,Python,127,1636,2279,2264,3700,1,0.9934181658622203
zhiwehu/Python-programming-exercises,28038,2012-06-14 07:56:46+00:00,2025-04-28 14:03:44+00:00,N/A,0,0,85,17,4818,117,0.2
acheong08/ChatGPT,28035,2022-12-03 14:35:24+00:00,2023-08-02 06:02:10+00:00,Python,277,292,803,792,994,752,0.9863013698630136
aquasecurity/trivy,28025,2019-04-11 01:01:07+00:00,2025-08-22 06:16:06+00:00,Go,171,3182,2910,2751,2326,1,0.945360824742268
mobxjs/mobx,28014,2015-03-14 14:31:38+00:00,2025-06-15 19:59:49+00:00,TypeScript,113,1152,1972,1914,3815,69,0.9705882352941176
JedWatson/react-select,28006,2014-08-26 04:27:45+00:00,2025-07-11 12:49:28+00:00,TypeScript,61,1054,3630,3249,4015,43,0.8950413223140495
nagadomi/waifu2x,28004,2015-05-17 07:29:15+00:00,2023-05-04 00:50:48+00:00,Lua,3,68,368,216,3751,842,0.5869565217391305
ChartsOrg/Charts,27933,2015-03-20 10:49:12+00:00,2025-05-13 04:45:38+00:00,Swift,38,427,4278,3388,3809,102,0.7919588592800374
lenve/vhr,27916,2018-01-04 08:57:51+00:00,2024-11-25 00:07:39+00:00,Java,0,1,254,97,2788,271,0.38188976377952755
frappe/erpnext,27889,2011-06-08 08:20:56+00:00,2025-08-22 19:21:00+00:00,Python,1000,26454,16782,14509,5190,1,0.8645572637349541
tailwindlabs/headlessui,27843,2020-09-16 09:53:09+00:00,2025-07-30 14:03:47+00:00,TypeScript,127,619,1398,1288,1802,24,0.9213161659513591
google/python-fire,27843,2017-02-21 21:35:07+00:00,2025-08-16 21:26:05+00:00,Python,12,135,332,207,3104,6,0.6234939759036144
raysan5/raylib,27840,2013-10-24 15:46:04+00:00,2025-08-23 20:19:52+00:00,C,24,2166,2033,2013,4321,0,0.9901623216920806
qianguyihao/Web,27836,2017-01-03 11:44:33+00:00,2025-02-24 05:21:42+00:00,N/A,0,0,226,156,3154,180,0.6902654867256637
BerriAI/litellm,27822,2023-07-27 00:09:52+00:00,2025-08-23 20:27:30+00:00,Python,987,5343,6587,5725,758,0,0.8691361773189616
geekcompany/ResumeSample,27816,2014-09-08 08:08:13+00:00,2024-08-14 10:20:23+00:00,N/A,0,2,0,0,4002,374,0.0
t3-oss/create-t3-app,27815,2022-05-24 13:31:01+00:00,2025-06-09 23:21:36+00:00,TypeScript,138,1114,738,675,1187,74,0.9146341463414634
nginx/nginx,27812,2015-06-23 10:26:27+00:00,2025-08-19 11:47:51+00:00,C,8,95,351,172,3714,4,0.49002849002849
michalsnik/aos,27797,2015-07-09 17:49:00+00:00,2024-03-26 15:58:43+00:00,JavaScript,0,38,704,360,3698,515,0.5113636363636364
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,27759,2013-01-14 15:46:28+00:00,2024-06-25 20:42:58+00:00,Jupyter Notebook,0,243,247,90,4604,423,0.3643724696356275
kingToolbox/WindTerm,27717,2019-10-09 19:56:09+00:00,2025-03-11 19:12:09+00:00,C,32,1,2744,564,2145,165,0.2055393586005831
sxyazi/yazi,27716,2023-07-08 11:45:55+00:00,2025-08-23 15:23:34+00:00,Rust,27,954,1419,1377,777,0,0.9704016913319239
getredash/redash,27686,2013-10-28 13:19:39+00:00,2025-08-22 18:42:36+00:00,Python,100,3256,2573,1956,4317,1,0.7602020987174505
JaidedAI/EasyOCR,27684,2020-03-14 11:46:39+00:00,2024-09-24 11:24:36+00:00,Python,23,177,1072,607,1988,333,0.566231343283582
YMFE/yapi,27660,2016-05-30 09:09:09+00:00,2024-08-12 09:29:34+00:00,JavaScript,1,141,2458,922,3372,376,0.37510170870626525
flameshot-org/flameshot,27607,2017-05-10 19:44:51+00:00,2025-08-23 18:56:18+00:00,C++,30,967,2766,2098,3027,0,0.7584960231381056
tj/commander.js,27569,2011-08-14 21:33:58+00:00,2025-08-18 07:36:37+00:00,JavaScript,83,827,1138,1131,5122,5,0.9938488576449912
svc-develop-team/so-vits-svc,27550,2023-03-10 09:31:09+00:00,2023-11-11 13:11:31+00:00,Python,0,153,130,109,897,651,0.8384615384615385
ossrs/srs,27547,2015-04-29 06:59:32+00:00,2025-08-23 13:36:42+00:00,C++,68,508,1539,1313,3769,0,0.8531513970110461
